"offering_id","title","tutor_name","platform_name","difficulty_level","price","rating","description","Mode","num_enrollments","offering_type","location","certifications"
"1056242.0","Practical Accounts Training A","Moses Carson Bakaluba","Udemy","All Levels","199","0.558916936","Using Software, Manage & Record 80 Document Types, Interpret 15 Period Reports","online","","db2","remote","yes"
"1715338.0","Cisco CCNP GNS3 Labs: Pass your CCNP exams with GNS3!","David Bombal","Udemy","All Levels","199","0.19328229","Are you ready to pass your CCNP exams? Check your knowledge of the 300-101 ROUTE, 300-115 SWITCH & 300-135 TSHOOT Exams!","online","","db2","remote","yes"
"5171788.0","Data Science Projects: Data Analysis, ML, and Deployment","Onur BaltacÄ±","Udemy","Beginner","799","0.239712086","Hands-On Data Science Projects: Streamlit &amp; FastAPI for Real-World ML Model Deployment and Visualization","online","","db2","remote","yes"
"2577096.0","Grounding Skills for PTSD, Stress, Panic and Anxiety","Emma McAdam","Udemy","All Levels","299","0.918747857","Learn to Turn off the Fight, Flight, Freeze Response and Turn on Calm Using your Body's Natural Parasympathetic Response","online","","db2","remote","yes"
"1288400.0","Infinite Scroll Project AJAX MySQL API PHP jQuery","Laurence Svekis","Udemy","Beginner","499","0.042385452","Explore how to create a web application that sends requests to the server for additional data as users scroll the page","online","","db2","remote","yes"
"814440.0","YouTube: How To Become a Success With an Audience from Zero","Adam Kwiatek","Udemy","Beginner","299","0.721421222","Complete course on how you can grow your channel and build an audience on YouTube with no prior training or experience.","online","","db2","remote","yes"
"5954206.0","Freelancing 101: Your Guide to Getting Started","Yasir N","Udemy","Beginner","1799","0.332571679","Finding freelance opportunities, Building a portfolio, Communicating with clients, Managing rates and invoices","online","","db2","remote","yes"
"503980.0","Hadoop Starter Kit","Big Data In Real World","Udemy","All Levels","499","0.332571679","Hadoop learning made easy and fun. Learn HDFS, MapReduce and introduction to Pig and Hive with FREE cluster access.","online","","db2","remote","yes"
"5418576.0","Learn CAD with Fusion 360 and FreeCAD","Khaja Mohamed","Udemy","All Levels","199","0.332571679","Learn How to Use Fusion 360 for CAD Designs and FreeCAD course","online","","db2","remote","yes"
"4074742.0","Free Beginner Guitar Lessons: Step-By-Step Guidance","Erich Andreas","Udemy","All Levels","599","0.332571679","For Electric Guitar or Acoustic Guitar:  Learn The Basics From #1 Ranked Guitar Lessons. Guitarra","online","","db2","remote","yes"
"824044.0","PI-101 Top 10 Classical Piano Pieces for Beginners","Dan Hegelund","Udemy","All Levels","499","0.332571679","PI-101 In this 12-week course,  you will learn how to play 10 beautiful classical piano pieces for beginners.","online","","db2","remote","yes"
"5434430.0","Learn LangChain: Build LLM Applications with LangChain","Muhammad Moin","Udemy","Beginner","499","0.332571679","Learn all the basics of LangChain by building LLM-powered applications with OpenAI, Build Web Apps with Streamlit","online","","db2","remote","yes"
"834242.0","From Story to Screen: Producing a Professional Short Film","Vicki Lau","Udemy","Beginner","299","0.332571679","Step-by-step guide to producing a professional short film you can be proud of.","online","","db2","remote","yes"
"814366.0","Introduction to SAN and NAS Storage","Neil Anderson","Udemy","Beginner","199","0.332571679","Understand the basics plus more of Storage Area Networks SAN and Network Attached Storage NAS","online","","db2","remote","yes"
"827464.0","Piano Lessons For Absolute Beginners","Mantius Cazaubon","Udemy","All Levels","199","0.332571679","Learn Notes on the Piano Keyboard and Music Staff, and Basic Scales and Chords","online","","db2","remote","yes"
"6121319.0","Multi Agent AI Systems with crewAI (Open Source)","Neha Khandelwal | BlueSky AI Labs","Udemy","All Levels","199","0.332571679","AI Agents, MultiAgent AI Systems, crewAI , Agentic Automation","online","","db2","remote","yes"
"4897180.0","FREE Affiliate Marketing Course for Beginners - Easy As 123","Ciaran Doyle","Udemy","All Levels","199","0.332571679","Learn How To Start, Build and Grow Your First Affiliate Marketing Website","online","","db2","remote","yes"
"2237434.0","How to Learn Art Therapy","Dr. Conor Hogan Ph.D.","Udemy","Beginner","599","0.332571679","Art Therapy is a proven therapy to help others and you will learn the therapy with Dr. Conor Hogan in this course.","online","","db2","remote","yes"
"15639.0","Photoshop for Web Design Beginners","Carl Heaton","Udemy","Beginner","499","0.332571679","Perfect Photoshop course for beginner web designers who want learn to how to make a clean simple web page design.","online","","db2","remote","yes"
"3145122.0","Canva mini tutorials","Laura Goodsell","Udemy","All Levels","599","0.953570204","Create fun graphics using these 13 tutorials and features","online","","db2","remote","yes"
"4823910.0","Your Body Language in Business: 7-Day Practical Challenge","Jimmy Naraine â€¢ Official Udemy Partner","Udemy","All Levels","299","0.535702038","Learn to Read People, Gain Confidence, Boost Your Career, Become a Powerful Communicator. 90-min Step-By-Step Process:","online","","db2","remote","yes"
"151198.0","Basics of Scrum, Agile and Project Delivery","SCRUMstudy Certification","Udemy","All Levels","599","0.390608924","The Scrum Body of Knowledge (SBOKâ„¢) provides guidelines for the successful implementation of Scrum methodology.","online","","db2","remote","yes"
"678430.0","Hypnotherapy - What is Hypnosis? ","Jeremiah Rangel","Udemy","Beginner","499","0.088815249","Dissolve every fear using Hypnotherapy","online","","db2","remote","yes"
"34049.0","Mastering Microsoft PowerPoint Made Easy Training Tutorial","TeachUcomp, Inc.","Udemy","All Levels","299","0.297749332","Learn Introductory through Expert material with this complete PowerPoint course. Video lessons & manuals included. ","online","","db2","remote","yes"
"2015578.0","Excel Data Cleaning Fundamentals","Nasiru Musa","Udemy","Beginner","599","0.918747857","How to detect and fix errors in datasets imported into Excel for data analysis","online","","db2","remote","yes"
"1224458.0","Spark Starter Kit","Big Data In Real World","Udemy","Beginner","499","0.100422698","NOT another ""What is Spark?"" course ! Explore Spark in depth and get a strong foundation in Spark.","online","","db2","remote","yes"
"1191946.0","Getting Started with Angular 2+","Ryan Chenkie","Udemy","Beginner","599","0.860710611","Learn how to build your first Angular 2+ app!","online","","db2","remote","yes"
"981584.0","Chakra Vocal Sound Healing","Elizabeth Knudson","Udemy","All Levels","499","0.709813774","Learn to balance your Chakras and tune into your intuition with vocal sounding!","online","","db2","remote","yes"
"156022.0","SOC Verification using SystemVerilog","Ramdas Mozhikunnath M","Udemy","All Levels","199","0.431234996","A comprehensive course that teaches System on Chip design verification concepts and coding in SystemVerilog Language","online","","db2","remote","yes"
"6119947.0","Embedded C for Beginners","Educational Engineering Team","Udemy","Beginner","199","0.941962754","Learn Embedded C programming from scratch and start building your own embedded systems.","online","","db2","remote","yes"
"728106.0","Eclipse Tutorial For Beginners : Learn Java IDE in 10 Steps","in28Minutes Official","Udemy","Beginner","299","0.112030146","Become More Productive Today","online","","db2","remote","yes"
"4987988.0","21 Nutrition & Diet Planning Myths & Mistakes","Akash Sehrawat","Udemy","Beginner","499","0.030778003","Save Unnecessary Time, Money and Effort by Educating Yourself About These Common Nutrition & Diet Planning Myths!","online","","db2","remote","yes"
"560996.0","You can create Incredible Websites with HTML CSS learn how","Laurence Svekis","Udemy","All Levels","199","0.355786577","CSS and HTML working together to create web templates and more.  Create a webpage from scratch web development course.","online","","db2","remote","yes"
"5032228.0","Learn how to model inside Unreal Engine 5","UNF Games","Udemy","All Levels","599","0.512487139","Learn UE5 Modeling Tools to model a Japanese Torii","online","","db2","remote","yes"
"3499246.0","Origami, Japanese Paper crafts â€ Free Beginner course","KOTOMONO JAPAN","Udemy","All Levels","199","0.100422698","Origami basic course. You can learn the proper method of 10 kinds of origami in a very easy-to-understand manner.","online","","db2","remote","yes"
"5895814.0","How to Start Forex Trading Correctly: STOP Blowing Accounts!","Pipstak Trading Educators","Udemy","Beginner","499","0.674991426","Mastering Forex Trading: Strategies to Safeguard Your Account and Succeed in the Markets","online","","db2","remote","yes"
"955860.0","Business Writing - Get Results - No Stress","Peter Urey","Udemy","Beginner","499","0.332571679","Techniques to gain attention, build interest and get action from your business writing","online","","db2","remote","yes"
"6122877.0","DigitalWise Academy: Mastering Content, Cash, and Clicks","Gediminas Kondrackis Asociacija ""Aktyvus Jaunimas""","Udemy","All Levels","299","0.408020098","This course covers content creation, financial literacy, SEO, and real-world applications.","online","","db2","remote","yes"
"5973112.0","Fundamentals of Dark Web Training","Ensar Seker","Udemy","All Levels","499","0.408020098","This dark web training will guide you into and through the dark web safely and securely.","online","","db2","remote","yes"
"568610.0","Expert Social Media Marketing for Picking Up Clients","Brian Yang","Udemy","All Levels","199","1.0","How to use Facebook groups, Niche forums, Forums and YouTube to pickup coaching and consulting clients within 48 hours","online","","db2","remote","yes"
"783802.0","Create Your Own Character in Blender","Thomas McDonald","Udemy","Beginner","199","0.355786577","Learn the Great skill of character creation with Blender 3D","online","","db2","remote","yes"
"5963688.0","Learn SQL for Data Analysis in Layman Terms for Non-Techies!","Prem V","Udemy","All Levels","199","0.355786577","Master SQL for Data Analysis: Essential Techniques for Business Intelligence Analystsâ€”Queries, Filtering, Sorting Etc.","online","","db2","remote","yes"
"6119179.0","1 Hour Business Blueprint: Fast-Track Guide for Beginners","Driven By... Co.","Udemy","Beginner","199","0.355786577","Got A Business Idea? Craft Your Business Blueprint In Under 1 Hour (Canada)","online","","db2","remote","yes"
"4634184.0","Foraging for Edible & Medicinal Plants","Alicia Meek","Udemy","Beginner","199","0.355786577","Eat, Heal, Exercise","online","","db2","remote","yes"
"4211642.0","Root chakra energy healing - Create the life you want","Sharlene Ferguson","Udemy","Beginner","199","0.355786577","transformational root chakra balancing","online","","db2","remote","yes"
"5278946.0","ChatGPT 101: The Complete Beginner's Guide and Masterclass","June Low","Udemy","All Levels","499","0.355786577","Leverage AI to optimize your productivity & streamline your workflows","online","","db2","remote","yes"
"913222.0","How to Start An Amazon to eBay Dropshipping Home Business","Aviv Malka","Udemy","All Levels","599","0.355786577","Your Easy Guide To Starting Up A Successful eBay Dropshipping Home Business &amp; Earn Money In Your Spare Time","online","","db2","remote","yes"
"5675610.0","Learning Course on Instrumentation and Control Engineering","Dattatray Krishna Nikam","Udemy","All Levels","199","0.355786577","Keep your basic right","online","","db2","remote","yes"
"1555134.0","Introduction to Data Science using Python (Module 1/3)","Rakesh Gopalakrishnan","Udemy","All Levels","199","0.355786577","Learn Data science / Machine Learning using Python (Scikit Learn)","online","","db2","remote","yes"
"3453146.0","Deepening your Reiki self-practice","Elaine Hamilton Grundy","Udemy","Beginner","199","0.355786577","Using your Reiki practice to find inner freedom and lasting peace","online","","db2","remote","yes"
"1125268.0","Learn Unity 3D for Absolute Beginners","Learn Everything","Udemy","Beginner","499","0.355786577","Learn How to Develop 3D Games from Scratch","online","","db2","remote","yes"
"1910068.0","Exploring The Chakras","Kate McKenzie","Udemy","Beginner","199","0.355786577","A series of eight physical meditation exercises based on the Kundalini Yoga teachings of Yogi Bhajan","online","","db2","remote","yes"
"6049783.0","Fundamentals of Machine Learning Regression","ViSTEM: Empowering Minds","Udemy","All Levels","599","0.355786577","Master the Fundamentals of Regression Techniques in Machine Learning: SciKit Learn and Pandas Essentials","online","","db2","remote","yes"
"973222.0","Amazon Web Services - Learning and Implementing AWS Solution","Dhruv Bais","Udemy","All Levels","299","0.918747857","Become a Master AWS Developer","online","","db2","remote","yes"
"3528744.0","How To Start a T-Shirt Business Online Without Paid Ads","Greg Gottfried","Udemy","All Levels","199","0.779458468","Get started with print on demand t-shirts on Teespring, Merch by Amazon, and Redbubble. No startup costs required!","online","","db2","remote","yes"
"12226.0","Learn C++ Game Development","Luka Horvat","Udemy","Beginner","299","0.674991426","C++ game development course for beginners.","online","","db2","remote","yes"
"5187174.0","Gain Your Trading Edge Using the Crypto Wizards Tool Suite","Shaun McDonogh","Udemy","Beginner","199","0.489272242","How to use the Crypto Wizards platform to find an edge in trading with statistical arbitrage, vanilla arbitrage and ML","online","","db2","remote","yes"
"5739708.0","Revit Certification: Complete course for Autodesk Exam","Ghasem Ariyani â€¢ BIM Manager","Udemy","All Levels","199","0.286141882","Revit Certification Unlocked: Your Ultimate Guide to Ace the Autodesk Exam","online","","db2","remote","yes"
"1528984.0","5 Keys to Healer & Psychic Self-Care Certification","Joey Wargachuk","Udemy","All Levels","299","0.524094589","Chakra Awareness! Physical, Emotional, Mental and Spiritual activitys to fully care for you","online","","db2","remote","yes"
"5978478.0","How to Earn with Crypto in 2024: Full Guide","Erik Quisenberry","Udemy","All Levels","199","0.146852494","Presented in Partnership with PrimeXBT Cryptocurrency Exchange","online","","db2","remote","yes"
"934992.0","How to Transcribe and Excel In General Transcription","Team TCI","Udemy","Beginner","599","0.309356781","An Online General Transcription Course for Both Beginners and Experts.","online","","db2","remote","yes"
"6001350.0","ChatGPT for Power BI, Excel and SQL","Anmol Malviya","Udemy","All Levels","499","0.344179128","Leverage the power of ChatGPT for Power BI, SQL and Excel and maximize your data query and report-building skills","online","","db2","remote","yes"
"3968776.0","Learn Negotiation Skills - Learn how to convince people","Skills On Demand","Udemy","Beginner","599","0.112030146","How to negotiate with confidence & persuasion in any situation. Learn top negotiation skills for successful negotiation","online","","db2","remote","yes"
"825218.0","PowerPoint Slide Design - Casual Slides Presentation","Andrew Pach","Udemy","Beginner","299","0.454449894","Create 5 PowerPoint Slides for any Presentation. Follow my PowerPoint Presentation & Animation Slide Tutorials","online","","db2","remote","yes"
"4861652.0","Learn CI/CD Pipeline With Jenkins, Python, Docker, DockerHub","Kumar S","Udemy","Beginner","599","0.918747857","Jenkins With Python, Docker, GitHub and DockerHub on Linux | Docker Build, Publish & Deploy with SSH on Remote Server","online","","db2","remote","yes"
"5177244.0","Python for Busy People - Python Intro in 2 Hours","Ivo Bernardo","Udemy","All Levels","299","0.988392551","Unlock the Power of Python: Learn Python Basics in Just Two Hours and kickstart your Programming Career","online","","db2","remote","yes"
"5717790.0","ChatGPT & ConvertKit: Master Email Marketing Automation","Passive Income Gen Z","Udemy","All Levels","599","0.512487139","Grow Your Email List with ChatGPT: From Copywriting to Facebook Ads Using ConvertKit in Digital Marketing and Automation","online","","db2","remote","yes"
"418732.0","Hedge Fund Trading System","Hedge Fund Trading System","Udemy","Beginner","599","0.286141882","Learn the trading strategy that trend-following hedge funds are using to profit from the financial markets. ","online","","db2","remote","yes"
"1225362.0","CCNA MPLS Core technologies and MPLS Layer 3 VPNs: Exam prep","David Bombal","Udemy","Beginner","599","0.524094589","Prepare for CCNA, ICND2, CCNP or CCIE exams by learning about MPLS, VRFs, MBGP, Labels, redistribution, VPNV4, PHP +more","online","","db2","remote","yes"
"4703214.0","Hands-on Machine Learning for Stock Trading [Python]","Genbox Trading","Udemy","Beginner","499","0.332571679","Unleash the power of Neural Networks for Trading","online","","db2","remote","yes"
"6047701.0","Python Bootcamp for Data Analysis #3: Conditions","Miuul Data Science & Deep Learning","Udemy","All Levels","499","0.332571679","From Zero to Hero: The Third Module of Miuul's Python Bootcamp","online","","db2","remote","yes"
"5081828.0","Learn how to use Sequencer inside Unreal Engine 5","UNF Games","Udemy","All Levels","299","0.332571679","Learn everything you need to know to make a small flashy Cinematic inside of Sequencer in Unreal Engine 5","online","","db2","remote","yes"
"6049013.0","FREE UPWORK COURSE: Start Your Freelancing Career in 2024","Hosam Hassan","Udemy","All Levels","599","0.332571679","From Beginner To Landing Your First Job On Upwork","online","","db2","remote","yes"
"3940614.0","Business English Skills","David Boughton","Udemy","Beginner","499","0.332571679","Build your English communication skills for professional success","online","","db2","remote","yes"
"5683476.0","ChatGPT SEO for Beginners: Rank #1 on Google with AI","Diego Davila â€¢ 800.000+ Students","Udemy","Beginner","199","0.332571679","Master SEO with ChatGPT: Harness AI to Outrank Competitors and Dominate Google Search Results with ChatGPT & AI.","online","","db2","remote","yes"
"5960080.0","Excel for Beginners to Expert with Copilot & ChatGPT","Sawan Kumar","Udemy","All Levels","1799","0.332571679","Microsoft Excel for with the power of AI, ChatGPT, Copilot with 20+ Free Downloadable International eBooks : (0 to HERO)","online","","db2","remote","yes"
"3555797.0","Gear Fundamentals","Daniel Amevor, P. Eng., CMRP, CRE, PMP, CLS.","Udemy","All Levels","299","0.332571679","Learn basic gear types and tribology fundamentals","online","","db2","remote","yes"
"6004374.0","Introduction to PyTorch with Engaging Projects","Abdurrahman TEKIN","Udemy","All Levels","599","0.332571679","Get Started with PyTorch: Build Your First AI Project","online","","db2","remote","yes"
"4238318.0","DevOps on AWS: Code, Build, and Test (Course 1 of 3)","Amazon Web Services (AWS)","Udemy","Beginner","299","0.332571679","Learn the basic concepts, technology, use cases, and benefits of implementing DevOps on AWS","online","","db2","remote","yes"
"4119534.0","Introduction to programming for Bioinformatics with Python","Diego Mariano, Ph.D.","Udemy","All Levels","299","0.332571679","Learn Python programming for biological data manipulation and scientific research","online","","db2","remote","yes"
"1417014.0","Protect Your Online Identity with Great Passwords","Ryan Foster","Udemy","Beginner","199","0.332571679","Learn how hackers steal your passwords and how to protect yourself from identity theft","online","","db2","remote","yes"
"709624.0","SMstudyÂ® Digital Marketing Associate certification Course","SMstudy Certifications","Udemy","Beginner","299","0.332571679","Overview of Digital Marketing. Get free 'SMstudyÂ® Certified Digital Marketing Associate' Certification with this course.","online","","db2","remote","yes"
"2239576.0","FREE Microsoft Dynamics 365& Power Platform Developer Course","Satish Reddy | Over 50,000 Students| Microsoft Dynamics 365 Certified Trainer","Udemy","Beginner","299","0.19328229","Beginner Course on Dataverse Development (Microsoft Dynamics 365 CRM , PowerApps) from Ex-Microsoft employee.","online","","db2","remote","yes"
"917160.0","3 Minute German - Free taster course | Lessons for beginners","Kieran Ball","Udemy","All Levels","599","0.19328229","Learn to speak German you can use in everyday real-world situations - all in just 3-minute chunks!","online","","db2","remote","yes"
"5995016.0","Microsoft Power BI: Essential Skills for Data Analysis & BI","Pianalytix â€¢ 75,000+ Students Worldwide","Udemy","All Levels","499","0.19328229","From Data to Dashboard: Real-World Business Intelligence and Data Analysis Techniques","online","","db2","remote","yes"
"5976586.0","PrimeXBT App: Mastering Crypto, Forex & Copy-Trading","Claudiu Ivan Academy","Udemy","All Levels","299","0.19328229","PrimeXBT Insider: Expert Guidance and Insights to Navigate the Complexities of Crypto, Forex, Copy-Trading and Indices","online","","db2","remote","yes"
"1646506.0","JENKINS Beginner Tutorial - Step by Step","Raghav Pal","Udemy","All Levels","499","0.19328229","Learn Jenkins from scratch","online","","db2","remote","yes"
"4448554.0","Requirement Meetings & Story Workshop Toolkit and Techniques","Tom and Angela Hathaway","Udemy","Beginner","199","0.19328229","What You Need to Know about Collaboration in Requirements Elicitation and User Story Conversations","online","","db2","remote","yes"
"2656618.0","Astrology - The Big 3","Damian McKinnon","Udemy","Beginner","599","0.19328229","A look at your Sun, Moon and Ascendant in Astrology","online","","db2","remote","yes"
"185304.0","Learn to build  OVM & UVM  Testbenches from scratch","Ramdas Mozhikunnath M","Udemy","Beginner","599","0.19328229","Learn and Start building Verification Testbenches in SystemVerilog based Verification Methodologies - OVM and UVM","online","","db2","remote","yes"
"1964224.0","WIX Tutorial For Beginners - Make A Wix Website Today!","Greg Gottfried","Udemy","All Levels","499","0.19328229","Discover how to make a Wix website today. Creating a WIX website is easy! Great for beginners.","online","","db2","remote","yes"
"1368160.0","Master JMeter from Basics (Performance + Load + API Testing)","Vaibhav Singhal","Udemy","All Levels","199","0.19328229","10+ hours of JMeter Learning from basics to advance. Best JMeter Tutorial you will get.","online","","db2","remote","yes"
"6015248.0","Most Useful Excel Tips and Tricks - Be the Excel Expert","Michael Bouwer","Udemy","All Levels","599","0.19328229","Tips, Tricks and Shortcuts for Microsoft Excel That Will Increase Your Output by 200%","online","","db2","remote","yes"
"225022.0","Build Your Own Cyber Lab at Home","Kyle Slosek","Udemy","Beginner","199","0.19328229","Learn new software and hacking techniques with your own lab","online","","db2","remote","yes"
"3565663.0","Make Your First Game In Godot Engine 4","Kaan Alpar","Udemy","Beginner","599","0.19328229","Learn how to create an awesome space shooter game in Godot 4 by the end of the day!","online","","db2","remote","yes"
"4552010.0","FREE Datadog Observability (Monitoring/Logging/Alerting)","CSCareerKaizen.com | CKA & CKS & AWS DevOps Pro (å…ƒMicrosoftç¾ã‚·ãƒªãƒãƒ¬ã‚¨ãƒ³ã‚¸ãƒ‹ã‚¢)","Udemy","All Levels","199","0.19328229","Free intro overview course for ""Datadog for Kubernetes""","online","","db2","remote","yes"
"1611620.0","***REIKI GRANDMASTER 1st to 9th Degree***","Sensei Joe","Udemy","All Levels","799","0.19328229","Discover the DANGERS of 2 Handed Reiki while Out Ranking your competitors as a ""9th Degree"" Reiki Grandmaster!","online","","db2","remote","yes"
"6019406.0","Draw a Simple Tree Sunset Landscape using Pastel Pencils","Colin Bradley School of Art","Udemy","All Levels","499","0.19328229","Follow Colin as he guides you through recreating this beautiful sunset using a small selection of pencils. For Beginners","online","","db2","remote","yes"
"6048255.0","Artificial Intelligence Certification + AI Tools Mastery","Mark O'Brien","Udemy","Beginner","799","0.19328229","Learn the basics of AI, how to earn more with AI, how AI can boost productivity, and master AI tools like ChatGPT!","online","","db2","remote","yes"
"1545086.0","STM32CubeMX  4 Essential Training","Israel Gbati","Udemy","All Levels","599","0.19328229","Saving time on firmware development with CubeMX","online","","db2","remote","yes"
"5680144.0","Web Application Architecture Fundamentals (DevOps)","Shaun Hummel","Udemy","Beginner","599","0.19328229","Learn Web Architecture Concepts, HTTP, DNS, TLS, Web Security, CORS, HSTS, WebTransport, Preconnect","online","","db2","remote","yes"
"18617.0","Learn Salesforce in easy steps and get certified!","Parikshith Red","Udemy","Beginner","499","0.19328229","This course should prepare you for Salesforce App Developer certification.","online","","db2","remote","yes"
"4812032.0","Full Stack Development Bootcamp( Web, Desktop & Mobile App )","Sayed Ahmad Fida","Udemy","Beginner","199","0.19328229","Website, Desktop and Mobile App Deveeopment Coures","online","","db2","remote","yes"
"5889484.0","Mobile App Development for Beginners","Robert Gioia","Udemy","All Levels","299","0.19328229","Learn the basics of mobile app development with Android, iOS, and Flutter!","online","","db2","remote","yes"
"1041426.0","How To Build And Make A Wordpress Website From Scratch 2022","Ido Moskovits","Udemy","All Levels","199","0.19328229","Take your business one step further. Make and build a beautiful and successful website. Learn & master Wordpress easily!","online","","db2","remote","yes"
"3045730.0","A Crash Course in Unity's Entity Component System","Penny de Byl","Udemy","Beginner","599","0.442842445","Create a First Person Shooter which covers Unity's ECS, Parallel Processing and Entity Physics in a Nutshell.","online","","db2","remote","yes"
"1183634.0","Excel Formulas for Absolute Beginners","Mumshad Mannambeth","Udemy","Beginner","199","0.442842445","Learn MS Excel formulas in a fun and interesting way by solving puzzles and playing games!","online","","db2","remote","yes"
"6010330.0","Unreal Engine Open Sci-Fi Box  With Animation","Mahadi Hasan","Udemy","Beginner","299","0.477664792","Are you ready to take your game development skills to new heights? Join our FREE course and learn how to use Unrea","online","","db2","remote","yes"
"223184.0","Become a Stronger and More Productive Business Analyst","Angelo Kalevela","Udemy","All Levels","299","0.825888264","Sharpening your business analysis skill set to produce high quality deliverables quickly and efficiently.","online","","db2","remote","yes"
"6108487.0","Introduction to Python for Environmental Data Analysis","Sarah Gao","Udemy","All Levels","599","0.332571679","Data Science for Air Quality: A Python Tutorial on Analyzing Environmental Trends","online","","db2","remote","yes"
"1273748.0","Basics of Object Oriented Programming with C#","Tod Vachev","Udemy","All Levels","499","0.332571679","This course will introduce you to the Basics of OOP with C#, followed by a Project to Practice - Warrior Wars!","online","","db2","remote","yes"
"1327356.0","Online MBA Alternative - The modMBA: For Entrepreneurs","COURSE ENVY","Udemy","Beginner","499","0.332571679","Looking for an online MBA alternative? The modMBA gives you an unaccredited MBA-level of experience, all online!","online","","db2","remote","yes"
"5898560.0","Linux for Beginners: Interactive Lessons (Free Tutorial)","Genius Hub","Udemy","Beginner","299","0.332571679","â˜… Self-Guided Exercises â˜… Interactive Lessons â˜… Engaging Delivery â€” Learn the Linux Command Line on Ubuntu Server!","online","","db2","remote","yes"
"6109729.0","Disaster Recovery & Business Continuity Fundamentals DRP BCP","Adrian Fischer","Udemy","All Levels","1499","0.332571679","Learn essential concepts and strategies for ensuring organizational resilience without hands-on setup or configuration!!","online","","db2","remote","yes"
"3411258.0","FREE Business English Course","G. Scott Barlow","Udemy","All Levels","199","0.332571679","Learn five essential Business English skills that you can use in your job or career every day!","online","","db2","remote","yes"
"1316490.0","Free SEO Training For Beginners","Anthony Isaac","Udemy","All Levels","299","0.332571679","Learn How to Optimize Your Website For Search Engines","online","","db2","remote","yes"
"1855924.0","Cardiopulmonary Resuscitation (CPR), AED & First Aid","Save a Life Certifications by NHCPS","Udemy","Beginner","599","0.332571679","Learn CPR online â€“ anywhere, anytime! Created by physicians and adheres to the latest ILCOR Standards and Guidelines","online","","db2","remote","yes"
"6004150.0","Cybersecurity for the Home and Organization","John Bandler","Udemy","All Levels","599","0.332571679","Improve cybersecurity, prevent cybercrime, improve management of information assets.","online","","db2","remote","yes"
"6107127.0","CDMP Exam Prep: Comprehensive Data Management Course","Adrian Fischer","Udemy","Beginner","1999","0.332571679","Prepare for the CDMP Certified Data Management Professional exam with this comprehensive course covering all key topics!","online","","db2","remote","yes"
"5311548.0","How to become a Data Analyst","Shano Collins","Udemy","Beginner","199","0.332571679","Every step you need to land your first Data Analytics Job","online","","db2","remote","yes"
"6051933.0","Python Bootcamp for Data Analysis #5: Pandas","Miuul Data Science & Deep Learning","Udemy","Beginner","299","0.332571679","From Zero to Hero: The Fifth Module of Miuul's Python Bootcamp","online","","db2","remote","yes"
"5569952.0","The Ultimate Beginners Guide to Machine Learning","Jones Granatyr","Udemy","All Levels","599","0.332571679","Learn everything you need to know to start your studies in Machine Learning! Theory and practice!","online","","db2","remote","yes"
"5379910.0","Generative AI: Create YouTube Faceless Videos Using AI Only","Free Courses On Udemy","Udemy","All Levels","499","0.408020098","Create Faceless YouTube Videos Using AI: Master Generative AI Techniques in this free Course & make passive income.","online","","db2","remote","yes"
"3720554.0","Begineers ETABS for Civil Engineers with Practical Approach","Akshay Kamath","Udemy","All Levels","299","0.686598875","Basic Course to Understand the ETABS & Basic of Structural Engineering","online","","db2","remote","yes"
"6124119.0","Data Engineering 101 with Kestra","Shruti Mantri","Udemy","All Levels","199","0.007563105","A hands-on course demonstrating workflow orchestration in Kestra","online","","db2","remote","yes"
"25584.0","Learn Android 4.0 Programming in Java","John Purcell","Udemy","Beginner","299","0.030778003","Learn to write real, working Android applications quickly and effectively, from the ground up.","online","","db2","remote","yes"
"1409152.0","Beginning Options Trading - The Right Way To Trade Options","Chris Douthit","Udemy","Beginner","599","0.87231806","Professional stock option trading course â€“ the same practices experts use for long term consistent results.","online","","db2","remote","yes"
"5873048.0","The Pro-Fit Estimator Program Suite Free Training","Dean Mizzi","Udemy","Beginner","299","0.146852494","Knowing How to, Estimate, Manage, Produce and Successfully Profit as a Renovation or Hardscape Professional.","online","","db2","remote","yes"
"6106213.0","Foundations of Camunda: BPM Concepts and Theoretical Insight","Adrian Fischer","Udemy","All Levels","1999","0.709813774","Explore BPMN DMN and CMMN fundamentals understanding the theoretical aspects of business process management with Camunda","online","","db2","remote","yes"
"5624556.0","Power Automate Crash Course","Robin Solonenko","Udemy","All Levels","499","0.100422698","Learn the popular Expense Claim approval process in under 2hrs and it's integration w/MS Forms, SharePoint and PDF!","online","","db2","remote","yes"
"5569926.0","Exploring ChatGPT in 2 hours: Practical Guide for Beginners","Jones Granatyr","Udemy","All Levels","499","0.674991426","Boost your Communication and Creativity: Explore ChatGPT for Writing, Career Guidance and Creativity","online","","db2","remote","yes"
"4207198.0","Interior Design Styles, Colors and Materials by Planner 5D","Evelina JuzÄ—naitÄ—","Udemy","Beginner","199","0.053992902","Learn how to create a harmonious interior design and choose right materials","online","","db2","remote","yes"
"5458112.0","Full Stack Development Course for Beginners","Board Infinity","Udemy","Beginner","599","0.019170554","Master Web Development Foundations with Board Infinity:  Dive into MERN, HTML, CSS, & JS Essentials","online","","db2","remote","yes"
"4327560.0","Oracle Cards Reading BEGINNER Step by Step","Adrian Nelson","Udemy","All Levels","499","0.698206324","For Personal And Business Use","online","","db2","remote","yes"
